TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:3435153	AT1G08530	AT1G08530.1	protein_coding	chitinase-like protein;(source:Araport11)		 chloroplast, chloroplast envelope, biological process unknown, chloroplast, chloroplast envelope, guard cell, integral component of membrane, molecular function unknown, plastid	true
Gene:3436311	AT2G44530	AT2G44530.1	protein_coding	Phosphoribosyltransferase family protein;(source:Araport11)	ATPRS5; PHOSPHORIBOSYL DIPHOSPHATE SYNTHASE 5; PRS5	 chloroplast, 5-phosphoribose 1-diphosphate biosynthetic process, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, magnesium ion binding, mature plant embryo stage, nucleoside metabolic process, nucleotide biosynthetic process, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, purine nucleotide biosynthetic process, ribonucleoside monophosphate biosynthetic process, ribose phosphate diphosphokinase activity, ribose phosphate diphosphokinase complex, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006228334	AT2G29650	AT2G29650.3	protein_coding	Encodes an inorganic phosphate transporter that  is localized to the thylakoid membrane.	ANION TRANSPORTER 1; ANTR1; PHOSPHATE TRANSPORTER 4;1; PHT4;1	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast thylakoid membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, inorganic diphosphate transmembrane transporter activity, inorganic phosphate transmembrane transporter activity, integral component of membrane, integral component of plasma membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, organic anion transmembrane transporter activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to light stimulus, response to nematode, root, seed, sepal, shoot apex, shoot system, sodium ion transport, stamen, stem, symporter activity, thylakoid, transmembrane transport, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:1006228795	AT4G12030	AT4G12030.2	protein_coding	Required for the biosynthesis of methionine-derived glucosinolates. Involved in the  transport of 2-keto acids between chloroplasts and the cytosol.	BASS5; BAT5; BILE ACID TRANSPORTER 5; BILE ACID:SODIUM SYMPORTER FAMILY PROTEIN 5	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, glucosinolate biosynthetic process, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, monocarboxylic acid transmembrane transporter activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to jasmonic acid, response to wounding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010713305	AT5G47710	AT5G47710.2	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)		 plasma membrane, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:4515102240	AT5G35180	AT5G35180.3	protein_coding	ENHANCED DISEASE RESISTANCE protein (DUF1336);(source:Araport11)		 cytosol, nucleus, plasma membrane, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid binding, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidylinositol binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6030115989	FGENESH2_KG.6__1554__AT5G15760.1	FGENESH2_KG.6__1554__AT5G15760.1.1	protein_coding			 intracellular, plastid, ribosome, structural constituent of ribosome, translation, intracellular, plastid, ribosome, structural constituent of ribosome, translation	false
Gene:6030143428	FGENESH2_KG.7__1315__AT4G28750.1	FGENESH2_KG.7__1315__AT4G28750.1.1	protein_coding			 photosystem I, photosystem I reaction center, plastid, catalytic activity, photosynthesis, catalytic activity, photosynthesis, photosystem I, photosystem I reaction center, plastid	false
Gene:6532546067	AT5G46800	AT5G46800.3	protein_coding	Seedling lethal mutation; Mitochondrial Carnitine Acyl Carrier-Like Protein		 mitochondrion, L mature pollen stage, L-ornithine transmembrane transporter activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial L-ornithine transmembrane transport, mitochondrial inner membrane, mitochondrial transport, mitochondrion, ornithine transport, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532552375	AT5G35180	AT5G35180.5	protein_coding	ENHANCED DISEASE RESISTANCE protein (DUF1336);(source:Araport11)		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid binding, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidylinositol binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532560608	AT5G14660	AT5G14660.3	protein_coding	Encodes a peptide deformylase PDF1B.  The crystal structure has been determined at a resolution of 0.24 nm (Biochem J, 2008, vol 413:417-427).		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, N-terminal protein amino acid modification, carpel, cauline leaf, chloroplast, chloroplast stroma, co-translational protein modification, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, mitochondrion, peptide deformylase activity, peptidyl-methionine modification, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, translation, vascular leaf, vascular leaf senescent stage	true
Gene:6532546494	AT5G37475	AT5G37475.3	protein_coding	Translation initiation factor eIF3 subunit;(source:Araport11)		 nucleus, cytosol, eukaryotic translation initiation factor 3 complex, guard cell, nucleus, plasmodesma, plastid, rosette leaf	true
Gene:6532550627	AT4G33520	AT4G33520.4	protein_coding	Encodes a putative metal-transporting P-type ATPase PAA1.  An alternative-splicing event of the PAA1 pre-mRNA produces a copper chaperon named PCH1.The mRNA is cell-to-cell mobile.		 ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, chloroplast, chloroplast envelope, chloroplast membrane, chloroplast stroma, collective leaf structure, copper chaperone activity, copper ion homeostasis, copper ion transmembrane transport, copper ion transmembrane transporter activity, copper transmembrane transporter activity, phosphorylative mechanism, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, ion transmembrane transporter activity, phosphorylative mechanism, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, photosynthetic electron transport chain, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532562250	AT5G48790	AT5G48790.3	protein_coding	LOW PSII ACCUMULATION protein (DUF1995);(source:Araport11)		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, photosystem II assembly, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532547729	AT5G67500	AT5G67500.3	protein_coding	Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.The mRNA is cell-to-cell mobile.		 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT chloroplast, anion transmembrane transport, carpel, cauline leaf, cell wall, cell-to-cell mobile RNA, chloroplast envelope, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial outer membrane, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, pore complex, porin activity, regulation of growth, response to bacterium, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vascular leaf, vascular leaf senescent stage, voltage-gated anion channel activity	true
